"","","#","Nat","Skater","TES","PCS","TotalScore","MeanGOE Mark","MeanPCS Mark","Season","Event","Seg"
"224",48,48,"🇷🇺","Elizaveta Tuktamysheva",35.57,31.12,65.69,2.02,7.82,2019,"LOMTRO","SP"
"225",49,49,"🇷🇺","Elizaveta Tuktamysheva",35,31.66,65.66,1.34,8,2019,"DRATRO","SP"
"226",50,50,"🇷🇺","Elizaveta Tuktamysheva",34.71,31.86,65.57,1.24,7.94,2020,"GPCHN","SP"
"227",1,1,"🇺🇸","Alysa Liu",91.75,68.37,160.12,2.77,8.54,2020,"NATUSA","FS"
"228",2,2,"🇺🇸","Alysa Liu",75.73,69.2,144.93,2.17,8.67,2022,"LOMTRO","FS"
"229",3,3,"🇺🇸","Alysa Liu",82.19,61.43,143.62,2.61,7.68,2019,"NATUSA","FS"
"230",4,4,"🇺🇸","Alysa Liu",71.95,67.5,139.45,1.89,8.45,2022,"OLY","FS"
"231",5,5,"🇺🇸","Alysa Liu",72.63,66.65,139.28,1.75,8.32,2022,"WC","FS"
"232",6,6,"🇺🇸","Alysa Liu",83.94,55.05,138.99,1.77,6.86,2020,"JGPPOL","FS"
"233",7,7,"🇺🇸","Alysa Liu",80.14,59.66,138.8,1.92,7.47,2020,"JGPUSA","FS"
"234",8,8,"🇺🇸","Alysa Liu",78.12,60.19,137.31,1.8,7.53,2020,"WJC","FS"
"235",9,9,"🇺🇸","Alysa Liu",66.87,70.16,137.03,2.33,8.74,2021,"NATUSA","FS"
"236",10,10,"🇺🇸","Alysa Liu",70.09,66.45,136.54,2.44,8.28,2022,"NEBTRO","FS"
"237",11,11,"🇺🇸","Alysa Liu",68.6,66.58,135.18,0.95,8.35,2022,"GPJPN","FS"
"238",12,12,"🇺🇸","Alysa Liu",71.18,64.14,134.32,1.63,7.96,2022,"CRNCUP","FS"
"239",13,13,"🇺🇸","Alysa Liu",74.4,60.06,133.46,0.8,7.5,2020,"JGPF","FS"
"240",14,14,"🇺🇸","Alysa Liu",66.51,67.39,132.9,1.33,8.42,2022,"GPCAN","FS"
"241",15,15,"🇺🇸","Alysa Liu",41.56,34.8,76.36,3.13,8.64,2021,"NATUSA","SP"
"242",16,16,"🇺🇸","Alysa Liu",42.95,32.45,75.4,2.42,8.13,2020,"NATUSA","SP"
"243",17,17,"🇺🇸","Alysa Liu",41.15,33.16,74.31,3.14,8.29,2022,"LOMTRO","SP"
"244",18,18,"🇺🇸","Alysa Liu",43.86,30.03,73.89,2.85,7.55,2019,"NATUSA","SP"
"245",19,19,"🇺🇸","Alysa Liu",40.4,33.23,73.63,1.93,8.33,2022,"GPCAN","SP"
"246",20,20,"🇺🇸","Alysa Liu",39.11,32.8,71.91,2.59,8.17,2022,"WC","SP"
"247",21,21,"🇺🇸","Alysa Liu",39.62,31.8,71.42,2.71,7.76,2022,"CRNCUP","SP"
"248",22,21,"🇺🇸","Alysa Liu",39.71,32.71,71.42,1.92,8.12,2022,"NATUSA","SP"
"249",23,23,"🇺🇸","Alysa Liu",41.01,30.18,71.19,2.79,7.57,2020,"JGPF","SP"
"250",24,24,"🇺🇸","Alysa Liu",38.55,32.31,70.86,2.53,8.09,2022,"NEBTRO","SP"
"251",25,25,"🇺🇸","Alysa Liu",36.85,32.65,69.5,2.05,8.16,2022,"OLY","SP"
"252",26,26,"🇺🇸","Alysa Liu",39.87,29.43,69.3,3.19,7.36,2020,"JGPUSA","SP"
"253",27,27,"🇺🇸","Alysa Liu",35.44,33.28,67.72,0.95,8.32,2022,"GPJPN","SP"
"254",28,28,"🇺🇸","Alysa Liu",37.46,30.06,67.52,2.43,7.48,2020,"WJC","SP"
"255",29,29,"🇺🇸","Alysa Liu",36.25,27.86,64.11,2.74,6.96,2020,"JGPPOL","SP"
"256",1,1,"🇺🇸","Mariah Bell",76.62,75.37,151.99,3.28,9.42,2020,"NATUSA","FS"
"257",2,2,"🇺🇸","Mariah Bell",73.39,69.25,142.64,2.59,8.64,2020,"GPFRA","FS"
"258",3,3,"🇺🇸","Mariah Bell",73.11,69.99,142.1,2.84,8.76,2019,"NATUSA","FS"
"259",4,4,"🇺🇸","Mariah Bell",71.55,69.43,140.98,2.32,8.69,2022,"GPRUS","FS"
"260",5,5,"🇺🇸","Mariah Bell",70.71,69.99,140.7,2.59,8.74,2022,"NATUSA","FS"
"261",6,6,"🇺🇸","Mariah Bell",68.8,69.76,138.56,2.34,8.73,2020,"GPRUS","FS"
"262",7,7,"🇺🇸","Mariah Bell",68.25,68.67,136.92,1.97,8.58,2022,"OLY","FS"
"263",8,8,"🇺🇸","Mariah Bell",69.15,67.66,136.81,2.3,8.48,2019,"WC","FS"
"264",9,9,"🇺🇸","Mariah Bell",70.2,66.48,136.68,2.28,8.31,2020,"NEBTRO","FS"
"265",10,10,"🇺🇸","Mariah Bell",67.33,69.92,136.25,2.1,8.76,2021,"GPUSA","FS"
"266",11,11,"🇺🇸","Mariah Bell",66.28,69.83,136.11,1.99,8.76,2022,"WC","FS"
"267",12,12,"🇺🇸","Mariah Bell",71.42,64.57,135.99,2.62,8.06,2019,"GPJPN","FS"
"268",13,13,"🇺🇸","Mariah Bell",68.8,67.37,135.17,1.94,8.42,2019,"WTT","FS"
"269",14,14,"🇺🇸","Mariah Bell",65.45,64.53,129.98,1.87,8.07,2022,"GPFRA","FS"
"270",15,15,"🇺🇸","Mariah Bell",63.02,65.76,128.78,2.06,8.21,2019,"GLDSPN","FS"
"271",16,16,"🇺🇸","Mariah Bell",56.9,71.68,127.58,1.22,8.96,2021,"NATUSA","FS"
"272",17,17,"🇺🇸","Mariah Bell",63.9,64,126.9,1.32,8.02,2019,"GPCAN","FS"
"273",18,18,"🇺🇸","Mariah Bell",61.15,63.77,123.92,1.63,7.98,2019,"4CC","FS"
"274",19,19,"🇺🇸","Mariah Bell",60.26,61.31,120.57,1.33,7.67,2019,"JPNOPN","FS"
"275",20,20,"🇺🇸","Mariah Bell",60.35,59.6,118.95,0.9,7.46,2019,"NEBTRO","FS"
"276",21,21,"🇺🇸","Mariah Bell",51.15,61.2,112.35,0.39,7.51,2022,"CRNCUP","FS"
"277",22,22,"🇺🇸","Mariah Bell",40.8,35.68,76.48,3.2,8.89,2021,"GPUSA","SP"
"278",23,23,"🇺🇸","Mariah Bell",41.14,34.41,75.55,3.31,8.61,2022,"NATUSA","SP"
"279",24,24,"🇺🇸","Mariah Bell",39.42,34.8,73.22,2.58,8.71,2020,"NATUSA","SP"
"280",25,25,"🇺🇸","Mariah Bell",38.67,33.88,72.55,2.66,8.45,2022,"WC","SP"
"281",26,26,"🇺🇸","Mariah Bell",37.09,35.28,72.37,2.44,8.81,2021,"NATUSA","SP"
"282",27,27,"🇺🇸","Mariah Bell",39.11,32.15,71.26,2.74,8.04,2019,"WC","SP"
"283",28,28,"🇺🇸","Mariah Bell",37.23,33.66,70.89,2.61,8.42,2019,"WTT","SP"
"284",29,29,"🇺🇸","Mariah Bell",36.67,33.63,70.3,2.78,8.4,2019,"NATUSA","SP"
"285",30,30,"🇺🇸","Mariah Bell",37.7,32.55,70.25,2.43,8.15,2020,"GPFRA","SP"
"286",31,31,"🇺🇸","Mariah Bell",39.18,30.84,70.02,2.69,7.71,2019,"NEBTRO","SP"
"287",32,31,"🇺🇸","Mariah Bell",38.47,31.55,70.02,2.4,7.92,2019,"4CC","SP"
"288",33,33,"🇺🇸","Mariah Bell",36.63,33.1,69.73,3,8.4,2022,"USCSNV","SP"
"289",34,34,"🇺🇸","Mariah Bell",36.06,33.31,69.37,2.66,8.33,2022,"GPRUS","SP"
"290",35,35,"🇺🇸","Mariah Bell",36.81,31.64,68.45,2.28,7.95,2020,"NEBTRO","SP"
"291",36,36,"🇺🇸","Mariah Bell",36.38,31.44,67.82,2.18,7.85,2019,"GLDSPN","SP"
"292",37,37,"🇺🇸","Mariah Bell",34.75,33.36,67.11,1.87,8.38,2020,"GPRUS","SP"
"293",38,38,"🇺🇸","Mariah Bell",36.11,30.96,67.07,2.29,7.72,2022,"CRNCUP","SP"
"294",39,39,"🇺🇸","Mariah Bell",33.43,32.95,65.38,1.58,8.25,2022,"OLY","SP"
"295",40,40,"🇺🇸","Mariah Bell",32.21,31.14,63.35,1.79,7.78,2019,"GPCAN","SP"
"296",41,41,"🇺🇸","Mariah Bell",32.77,31.2,62.97,1.6,7.77,2019,"GPJPN","SP"
"297",42,42,"🇺🇸","Mariah Bell",31,30.81,60.81,1.33,7.72,2022,"GPFRA","SP"
"298",1,1,"🇺🇸","Karen Chen",71.11,72.88,143.99,2.51,9.1,2021,"NATUSA","FS"
"299",2,2,"🇺🇸","Karen Chen",70.28,69.02,139.3,1.99,8.63,2022,"NATUSA","FS"
"300",3,3,"🇺🇸","Karen Chen",66.29,70.48,136.77,2.63,8.82,2021,"GPUSA","FS"
"301",4,4,"🇺🇸","Karen Chen",65.37,69.62,134.99,1.9,8.68,2022,"FINTRO","FS"
"302",5,5,"🇺🇸","Karen Chen",66.34,67.89,134.23,1.58,8.5,2021,"WC","FS"
"303",6,6,"🇺🇸","Karen Chen",67.69,66.09,133.78,2.17,8.27,2020,"4CC","FS"
"304",7,7,"🇺🇸","Karen Chen",65.68,65.84,131.52,1.12,8.19,2022,"OLYT","FS"
"305",8,8,"🇺🇸","Karen Chen",63.95,66.38,129.33,1.11,8.29,2022,"GPFRA","FS"
"306",9,9,"🇺🇸","Karen Chen",60.32,67.92,127.24,1.29,8.47,2021,"WTT","FS"
"307",10,10,"🇺🇸","Karen Chen",60.58,65.77,126.35,0.89,8.22,2022,"WC","FS"
"308",11,11,"🇺🇸","Karen Chen",56.78,66.46,123.24,1.32,8.32,2020,"NATUSA","FS"
"309",12,12,"🇺🇸","Karen Chen",56.95,61.41,117.36,1.36,7.66,2020,"PHIINT","FS"
"310",13,13,"🇺🇸","Karen Chen",51.61,65.21,115.82,0.54,8.12,2022,"OLY","FS"
"311",14,14,"🇺🇸","Karen Chen",53.35,62.64,114.99,0.1,7.81,2022,"ATMCLA","FS"
"312",15,15,"🇺🇸","Karen Chen",50.27,66.4,114.67,0.28,8.28,2022,"GPCAN","FS"
"313",16,16,"🇺🇸","Karen Chen",54.45,60.32,112.77,0.84,7.59,2020,"ATMCLA","FS"
"314",17,17,"🇺🇸","Karen Chen",45.63,58.01,99.64,-0.34,7.26,2020,"GPUSA","FS"
"315",18,18,"🇺🇸","Karen Chen",39.36,61.13,98.49,-0.05,7.63,2020,"GPJPN","FS"
"316",19,19,"🇺🇸","Karen Chen",39.41,35.14,74.55,3.08,8.77,2022,"NATUSA","SP"
"317",20,20,"🇺🇸","Karen Chen",40.88,33.52,74.4,3.27,8.36,2021,"WC","SP"
"318",21,21,"🇺🇸","Karen Chen",35.75,35.24,70.99,2.63,8.81,2021,"NATUSA","SP"
"319",22,22,"🇺🇸","Karen Chen",37.15,33.26,70.41,3.29,8.33,2020,"NATUSA","SP"
"320",23,23,"🇺🇸","Karen Chen",34.33,34.41,68.74,2.51,8.6,2022,"GPCAN","SP"
"321",24,24,"🇺🇸","Karen Chen",35.13,33,68.13,2.27,8.34,2021,"GPUSA","SP"
"322",25,25,"🇺🇸","Karen Chen",33.87,34.63,67.5,2.68,8.64,2022,"FINTRO","SP"
"323",26,26,"🇺🇸","Karen Chen",35.55,31.73,67.28,2.17,7.91,2020,"4CC","SP"
"324",27,27,"🇺🇸","Karen Chen",35.44,31.77,67.21,2.68,7.94,2020,"GPJPN","SP"
"325",28,28,"🇺🇸","Karen Chen",32.45,33.71,66.16,3.14,8.41,2022,"WC","SP"
"326",29,29,"🇺🇸","Karen Chen",34.97,31.06,66.03,2.7,7.78,2020,"GPUSA","SP"
"327",30,30,"🇺🇸","Karen Chen",34.73,30.9,65.63,2.1,7.73,2020,"PHIINT","SP"
"328",31,31,"🇺🇸","Karen Chen",32.72,33.48,65.2,1.35,8.36,2022,"OLYT","SP"
"329",32,32,"🇺🇸","Karen Chen",31.38,33.29,64.67,1.77,8.31,2022,"GPFRA","SP"
"330",33,33,"🇺🇸","Karen Chen",31.24,33.87,64.11,1.57,8.45,2022,"OLY","SP"
"331",34,34,"🇺🇸","Karen Chen",30.08,33.4,62.48,1.23,8.36,2021,"WTT","SP"
"332",35,35,"🇺🇸","Karen Chen",31.41,30.48,60.89,1.52,7.68,2020,"ATMCLA","SP"
"333",36,36,"🇺🇸","Karen Chen",26.41,31.6,58.01,0.65,7.91,2022,"ATMCLA","SP"
"334",37,37,"🇺🇸","Karen Chen",24.25,29.68,52.93,0.75,7.3,2019,"TALTRO","SP"
"335",1,1,"🇬🇪","Anastasiia Gubanova",70.06,65.52,135.58,1.94,8.18,2022,"OLY","FS"
"336",2,2,"🇬🇪","Anastasiia Gubanova",69.93,64.48,134.41,2.08,8.05,2022,"FINTRO","FS"
"337",3,3,"🇬🇪","Anastasiia Gubanova",70.92,63.1,134.02,1.87,7.91,2022,"WC","FS"
"338",4,4,"🇬🇪","Anastasiia Gubanova",59.93,62.22,121.15,1.05,7.77,2022,"EC","FS"
"339",5,5,"🇬🇪","Anastasiia Gubanova",57.89,60.72,118.61,1.41,7.59,2022,"GLDSPN","FS"
"340",6,6,"🇬🇪","Anastasiia Gubanova",39.75,30.75,69.5,2.65,7.76,2022,"FINTRO","SP"
"341",7,7,"🇬🇪","Anastasiia Gubanova",36.9,30.66,67.56,2.16,7.63,2022,"OLYT","SP"
"342",8,8,"🇬🇪","Anastasiia Gubanova",37.85,29.17,67.02,2.32,7.26,2022,"EC","SP"
"343",9,9,"🇬🇪","Anastasiia Gubanova",35.6,30.08,65.68,1.44,7.5,2022,"GLDSPN","SP"
"344",10,10,"🇬🇪","Anastasiia Gubanova",34.43,30.97,65.4,1.51,7.74,2022,"OLY","SP"
"345",11,11,"🇬🇪","Anastasiia Gubanova",33.8,29.79,62.59,0.8,7.41,2022,"WC","SP"
"346",1,1,"🇰🇷","Young You",79.94,69.74,149.68,2.82,8.7,2020,"4CC","FS"
"347",2,2,"🇰🇷","Young You",77.09,69.15,146.24,1.98,8.63,2022,"GPUSA","FS"
"348",3,3,"🇰🇷","Young You",76.62,68.32,144.94,2.02,8.55,2022,"NATKOR","FS"
"349",4,4,"🇰🇷","Young You",77.19,66.48,143.67,2.14,8.31,2020,"NATKOR","FS"
"350",5,5,"🇰🇷","Young You",74.16,68.59,142.75,1.81,8.57,2022,"OLY","FS"
"351",6,6,"🇰🇷","Young You",78.37,62.88,141.25,2.3,7.86,2020,"USCLA","FS"
"352",7,7,"🇰🇷","Young You",73.69,67.54,141.23,2.61,8.44,2022,"KORFST","FS"
"353",8,8,"🇰🇷","Young You",73.11,67.38,140.49,2.76,8.38,2020,"YOG","FS"
"354",9,9,"🇰🇷","Young You",75.03,65.24,139.27,2.1,8.2,2020,"GPCAN","FS"
"355",10,10,"🇰🇷","Young You",71.68,66.88,137.56,1.51,8.29,2022,"PRECUP","FS"
"356",11,11,"🇰🇷","Young You",69.03,67.49,135.52,1.41,8.41,2022,"GPJPN","FS"
"357",12,12,"🇰🇷","Young You",71.28,63.44,134.72,2.35,7.91,2021,"PRECUP","FS"
"358",13,13,"🇰🇷","Young You",67.5,66.93,134.43,2.92,8.32,2019,"COAGAM","FS"
"359",14,14,"🇰🇷","Young You",72.6,61.68,134.28,2.53,7.71,2020,"PRECUP","FS"
"360",15,15,"🇰🇷","Young You",65.7,68.13,132.83,1.39,8.49,2022,"WC","FS"
"361",16,16,"🇰🇷","Young You",68.47,62.48,130.95,1.91,7.8,2019,"NATKOR","FS"
"362",17,17,"🇰🇷","Young You",67.8,64.9,130.7,1.36,8.12,2022,"4CC","FS"
"363",18,18,"🇰🇷","Young You",70.82,59.6,130.42,1.53,7.44,2020,"LOMTRO","FS"
"364",19,19,"🇰🇷","Young You",67.96,63.36,130.32,1.43,7.93,2020,"GPCHN","FS"
"365",20,20,"🇰🇷","Young You",67.1,62.51,128.61,1.31,7.8,2020,"PHIINT","FS"
"366",21,21,"🇰🇷","Young You",67.59,60.67,127.26,2.15,7.58,2019,"BAVOPN","FS"
"367",22,22,"🇰🇷","Young You",67.13,59.04,126.17,0.88,7.46,2021,"GPJPN","FS"
"368",23,23,"🇰🇷","Young You",63.74,63.2,124.94,0.63,7.89,2021,"NATKOR","FS"
"369",24,24,"🇰🇷","Young You",66.13,57.07,123.2,2.25,7.14,2019,"WJC","FS"
"370",25,25,"🇰🇷","Young You",63.81,61.33,123.14,0.75,7.54,2022,"CRNCUP","FS"
"371",26,26,"🇰🇷","Young You",58.71,60.88,119.59,0.42,7.61,2022,"ATMCLA","FS"
"372",27,27,"🇰🇷","Young You",65.89,54.64,119.53,2.01,6.82,2019,"JGPSVK","FS"
"373",28,28,"🇰🇷","Young You",57.73,54.46,111.19,0.67,6.79,2019,"JGPCAN","FS"
"374",29,29,"🇰🇷","Young You",45.54,32.68,78.22,3.14,8.18,2020,"GPCAN","SP"
"375",30,30,"🇰🇷","Young You",42.83,33.72,76.55,2.05,8.44,2022,"NATKOR","SP"
"376",31,31,"🇰🇷","Young You",45.17,31.36,76.53,2.4,7.81,2020,"NATKOR","SP"
"377",32,32,"🇰🇷","Young You",41.22,34.03,75.25,3.14,8.51,2022,"KORFST","SP"
"378",33,33,"🇰🇷","Young You",40.81,32.74,73.55,2.09,8.2,2020,"4CC","SP"
"379",34,34,"🇰🇷","Young You",40.25,33.26,73.51,3.4,8.29,2020,"YOG","SP"
"380",35,35,"🇰🇷","Young You",38.04,34.04,72.08,2.61,8.48,2022,"WC","SP"
"381",36,36,"🇰🇷","Young You",38.71,32.68,71.39,3.31,8.09,2019,"COAGAM","SP"
"382",37,37,"🇰🇷","Young You",37.91,33.12,71.03,1.51,8.28,2022,"PRECUP","SP"
"383",38,38,"🇰🇷","Young You",39.02,32.71,70.73,1.58,8.19,2022,"GPUSA","SP"
"384",39,39,"🇰🇷","Young You",40.67,29.8,70.47,2.22,7.5,2020,"LOMTRO","SP"
"385",40,40,"🇰🇷","Young You",36.8,33.54,70.34,1.63,8.39,2022,"OLY","SP"
"386",41,41,"🇰🇷","Young You",38.15,31.72,69.87,1.31,7.88,2021,"NATKOR","SP"
"387",42,42,"🇰🇷","Young You",39.3,28.94,68.24,2.54,7.17,2019,"BAVOPN","SP"
"388",43,43,"🇰🇷","Young You",36.11,32.97,68.08,1.26,8.22,2022,"GPJPN","SP"
"389",44,44,"🇰🇷","Young You",35.2,32.66,67.86,1.45,8.16,2022,"4CC","SP"
"390",45,45,"🇰🇷","Young You",37.28,30.4,67.68,2.63,7.61,2019,"NATKOR","SP"
"391",46,46,"🇰🇷","Young You",35.02,29.85,64.87,2.71,7.45,2020,"PHIINT","SP"
"392",47,47,"🇰🇷","Young You",36.17,28.28,64.45,2.66,7.04,2019,"JGPSVK","SP"
"393",48,48,"🇰🇷","Young You",33.78,31.56,64.34,0.39,7.87,2021,"PRECUP","SP"
"394",49,49,"🇰🇷","Young You",32.55,30.94,61.49,0.33,7.76,2020,"GPCHN","SP"
"395",50,50,"🇰🇷","Young You",33.22,27.44,60.66,1.45,6.81,2019,"JGPCAN","SP"
"396",1,1,"🇰🇷","Haein Lee",76.42,67.13,143.55,2.56,8.39,2022,"4CC","FS"
"397",2,2,"🇰🇷","Haein Lee",72.82,64.88,137.7,1.89,8.09,2022,"NATKOR","FS"
"398",3,3,"🇰🇷","Haein Lee",73.69,63.44,137.13,2.3,7.94,2020,"PRECUP","FS"
"399",4,4,"🇰🇷","Haein Lee",71.72,64.64,136.36,2.13,8.03,2020,"NATKOR","FS"
"400",5,5,"🇰🇷","Haein Lee",73.27,63.88,136.15,1.49,7.99,2022,"KORFST","FS"
"401",6,6,"🇰🇷","Haein Lee",71.95,62.16,134.11,2.74,7.73,2020,"JGPCRO","FS"
"402",7,7,"🇰🇷","Haein Lee",68.27,64.12,132.39,1.61,8.01,2022,"WC","FS"
"403",8,8,"🇰🇷","Haein Lee",70.13,60.57,130.7,2.52,7.58,2020,"JGPLAT","FS"
"404",9,9,"🇰🇷","Haein Lee",69.12,59.87,128.99,2.32,7.47,2020,"JGPF","FS"
"405",10,10,"🇰🇷","Haein Lee",63.77,63.6,127.37,1.33,7.96,2022,"GPCAN","FS"
"406",11,11,"🇰🇷","Haein Lee",63.3,62.88,126.18,1.07,7.88,2021,"NATKOR","FS"
"407",12,12,"🇰🇷","Haein Lee",62.07,63.43,124.5,0.82,7.92,2021,"WC","FS"
"408",13,13,"🇰🇷","Haein Lee",68.47,55.6,124.07,1.78,6.96,2019,"NATKOR","FS"
"409",14,14,"🇰🇷","Haein Lee",64,60.93,123.93,2.01,7.66,2020,"WJC","FS"
"410",15,15,"🇰🇷","Haein Lee",60.84,62.16,123,0.9,7.77,2021,"PRECUP","FS"
"411",16,16,"🇰🇷","Haein Lee",61.89,61.76,122.65,0.85,7.66,2022,"PRECUP","FS"
"412",17,17,"🇰🇷","Haein Lee",62.66,58.67,121.33,0.78,7.33,2022,"EGNTRO","FS"
"413",18,18,"🇰🇷","Haein Lee",64.83,54.12,118.95,1.84,6.77,2019,"WJC","FS"
"414",19,19,"🇰🇷","Haein Lee",64.58,52.89,117.47,1.77,6.57,2019,"JGPSLO","FS"
"415",20,20,"🇰🇷","Haein Lee",61.43,50.82,112.25,1.52,6.4,2019,"JGPAUT","FS"
"416",21,21,"🇰🇷","Haein Lee",56.23,56.01,110.24,0.47,6.87,2022,"TRITRO","FS"
"417",22,22,"🇰🇷","Haein Lee",49.9,60.67,109.57,0.92,7.57,2019,"COAGAM","FS"
"418",23,23,"🇰🇷","Haein Lee",49.94,59.2,108.14,-0.25,7.37,2022,"GPFRA","FS"
"419",24,24,"🇰🇷","Haein Lee",39.47,30.76,70.23,2.71,7.69,2020,"PRECUP","SP"
"420",25,25,"🇰🇷","Haein Lee",39.82,30.26,70.08,2.97,7.57,2020,"WJC","SP"
"421",26,26,"🇰🇷","Haein Lee",37.89,32.08,69.97,2.48,7.99,2022,"4CC","SP"
"422",27,27,"🇰🇷","Haein Lee",39.83,29.46,69.29,2.98,7.36,2020,"JGPCRO","SP"
"423",28,28,"🇰🇷","Haein Lee",38.14,31.08,69.22,2.19,7.79,2021,"NATKOR","SP"
"424",29,29,"🇰🇷","Haein Lee",37.29,31.65,68.94,2.25,7.92,2021,"WC","SP"
"425",30,30,"🇰🇷","Haein Lee",36.27,32.36,68.63,1.84,8.08,2022,"NATKOR","SP"
"426",31,31,"🇰🇷","Haein Lee",37.6,30.6,68.2,2.33,7.67,2020,"NATKOR","SP"
"427",32,32,"🇰🇷","Haein Lee",35.94,32.04,67.98,2.13,8,2022,"PRECUP","SP"
"428",33,33,"🇰🇷","Haein Lee",36.33,31.52,67.85,1.73,7.85,2021,"PRECUP","SP"
"429",34,34,"🇰🇷","Haein Lee",37.98,28.95,66.93,2.69,7.23,2020,"JGPLAT","SP"
"430",35,35,"🇰🇷","Haein Lee",36.77,29.14,65.91,2.34,7.2,2022,"TRITRO","SP"
"431",36,36,"🇰🇷","Haein Lee",35.68,29.71,65.39,2.22,7.44,2020,"JGPF","SP"
"432",37,37,"🇰🇷","Haein Lee",34.13,31.05,65.18,1.36,7.76,2022,"KORFST","SP"
"433",38,38,"🇰🇷","Haein Lee",33.9,31.26,65.16,2.24,7.77,2019,"COAGAM","SP"
"434",39,39,"🇰🇷","Haein Lee",32.33,31.83,64.16,1.92,7.88,2022,"WC","SP"
"435",40,40,"🇰🇷","Haein Lee",36.18,27.48,63.66,2.38,6.9,2019,"NATKOR","SP"
"436",41,41,"🇰🇷","Haein Lee",32.43,30.75,63.18,0.75,7.69,2022,"GPFRA","SP"
"437",42,42,"🇰🇷","Haein Lee",36.89,26.12,63.01,2.48,6.63,2019,"JGPSLO","SP"
"438",43,43,"🇰🇷","Haein Lee",32.03,31.6,62.63,0.77,7.89,2022,"GPCAN","SP"
"439",44,44,"🇰🇷","Haein Lee",32.45,28.54,60.99,0.94,7.19,2022,"EGNTRO","SP"
"440",45,45,"🇰🇷","Haein Lee",28.17,25,53.17,1.08,6.24,2019,"JGPAUT","SP"
"441",46,46,"🇰🇷","Haein Lee",27.58,25.44,53.02,0.93,6.33,2019,"WJC","SP"
"442",1,1,"🇦🇹","Olga Mikutina",70.34,61.25,131.59,2.22,7.69,2021,"WC","FS"
"443",2,2,"🇦🇹","Olga Mikutina",66.19,57.87,124.06,1.36,7.26,2021,"SOFTRO","FS"
"444",3,3,"🇦🇹","Olga Mikutina",61.12,59.94,121.06,0.54,7.51,2022,"OLY","FS"
"445",4,4,"🇦🇹","Olga Mikutina",60.89,60.95,120.84,0.75,7.63,2022,"WC","FS"
"446",5,5,"🇦🇹","Olga Mikutina",63.16,55.07,117.23,1.28,6.83,2021,"TALCUP","FS"
"447",6,6,"🇦🇹","Olga Mikutina",60.34,54.64,114.98,1.03,6.81,2020,"NATAUT","FS"
"448",7,7,"🇦🇹","Olga Mikutina",58.4,55.73,113.13,1.14,6.95,2021,"NATAUT","FS"
"449",8,8,"🇦🇹","Olga Mikutina",64.92,48.81,111.73,1.06,6.15,2020,"BOSCUP","FS"
"450",9,9,"🇦🇹","Olga Mikutina",50.18,62.88,111.06,0.04,7.86,2022,"NATAUT","FS"
"451",10,10,"🇦🇹","Olga Mikutina",58.58,52.14,110.72,1.98,6.49,2020,"JEGCUP","FS"
"452",11,11,"🇦🇹","Olga Mikutina",56.67,54,110.67,0.58,6.76,2020,"GLDBER","FS"
"453",12,12,"🇦🇹","Olga Mikutina",58.82,50.26,109.08,0.83,6.24,2020,"TALTRO","FS"
"454",13,13,"🇦🇹","Olga Mikutina",59.99,49.11,108.1,0.97,6.06,2019,"HALCUP","FS"
"455",14,14,"🇦🇹","Olga Mikutina",47.04,57.96,104,-0.37,7.24,2022,"GPRUS","FS"
"456",15,15,"🇦🇹","Olga Mikutina",48.17,56.68,103.85,0,7.07,2022,"EC","FS"
"457",16,16,"🇦🇹","Olga Mikutina",53.55,50.13,102.68,1.18,6.26,2020,"ICELAB","FS"
"458",17,17,"🇦🇹","Olga Mikutina",48,55.2,101.2,0.22,6.9,2020,"EDUTRO","FS"
"459",18,18,"🇦🇹","Olga Mikutina",50.99,45.6,96.59,0.56,5.66,2019,"WJC","FS"
"460",19,19,"🇦🇹","Olga Mikutina",45.17,50.2,95.37,-0.27,6.29,2019,"VOLOPN","FS"
"461",20,20,"🇦🇹","Olga Mikutina",47.12,48.4,94.52,-0.55,6.07,2020,"ICESTR","FS"
"462",21,21,"🇦🇹","Olga Mikutina",48.25,45.47,93.72,0.17,5.7,2019,"EGNTRO","FS"
"463",22,22,"🇦🇹","Olga Mikutina",48.77,44.93,93.7,-0.14,5.64,2020,"JGPCRO","FS"
"464",23,23,"🇦🇹","Olga Mikutina",45.75,45.98,90.73,-0.99,5.69,2019,"JGPCZE","FS"
"465",24,24,"🇦🇹","Olga Mikutina",47.71,43.6,90.31,-0.18,5.46,2019,"SKTCEL","FS"
"466",25,25,"🇦🇹","Olga Mikutina",46.88,42.18,88.06,-0.16,5.31,2020,"JGPLAT","FS"
"467",26,26,"🇦🇹","Olga Mikutina",42.34,43.92,85.26,-0.77,5.49,2021,"NEBTRO","FS"
"468",27,27,"🇦🇹","Olga Mikutina",38.22,44.74,76.96,-1.29,5.52,2020,"EC","FS"
"469",28,28,"🇦🇹","Olga Mikutina",36.04,40.46,74.5,-2.33,5.03,2019,"JGPAUT","FS"
"470",29,29,"🇦🇹","Olga Mikutina",38.58,28.6,67.18,2.34,7.11,2021,"WC","SP"
"471",30,30,"🇦🇹","Olga Mikutina",35.07,28.26,63.33,1.21,7.03,2021,"SOFTRO","SP"
"472",31,31,"🇦🇹","Olga Mikutina",36.39,26.8,63.19,1.74,6.59,2021,"TALCUP","SP"
